,minasrojas,militar,puertoayora,puertovillamil,puertobaccerizomoreno,eljunco,lagalapaguera,cuevadesucre,negra,crocker,rosa,
2022-06-01,0.00019919,0.0000,0.035493,0.037046,0.0018035,0.041142,0.058084,0.0095431,0.057138,0.041310,0.015229
2022-06-02,0.0024082,1.1413e-06,0.13013,0.15644,0.0026053,0.21122,0.086879,0.20535,0.23647,0.11526,0.062190
2022-06-03,1.7482e-06,0.0000,0.017451,0.0033973,0.0000,0.010023,0.0072087,0.016120,0.014502,0.00045746,0.00047796
2022-06-04,3.9920e-05,0.0056967,0.018692,9.6963e-05,5.0888e-05,0.0067800,0.049909,0.0046734,0.026268,0.0030397,0.0017477
2022-06-05,0.00087639,0.0000,0.064202,0.063045,0.0071206,0.099907,0.079929,0.098683,0.19830,0.090910,0.019906
2022-06-06,0.00061678,0.0000,0.022948,0.047997,0.0025970,0.018931,0.026662,0.0035038,0.022636,0.025688,0.011608
2022-06-07,0.00028351,3.2921e-05,0.00012891,0.0012467,7.3910e-05,0.0070755,0.0040936,0.070174,0.035393,0.038002,0.0094272
2022-06-08,0.00010518,3.1913e-05,0.0092887,0.10452,4.2965e-07,0.033825,0.052266,0.093606,0.083581,0.035188,0.0067504
2022-06-09,3.0051e-07,0.0000,0.0027543,0.00064539,0.0000,0.00041679,0.0078852,0.022350,0.025936,0.0051029,0.0016360
2022-06-10,1.1719e-06,0.0000,0.025692,0.0038852,3.7982e-06,0.0037370,0.037595,0.0076877,0.0028412,0.0022608,0.00028530
2022-06-11,7.8804e-05,0.0000,0.051797,0.034029,0.00052300,0.0075701,0.017748,0.0058047,0.052488,0.012752,0.0018750
2022-06-12,1.2120e-06,0.0000,0.011120,0.025277,0.00045724,0.0031790,0.010167,0.00089165,0.028805,0.00041719,0.00060401
2022-06-13,0.0000,0.0000,0.0000,0.0000,2.9411e-06,0.0023738,0.0079966,0.0000,0.0059948,4.4232e-06,2.2819e-05
2022-06-14,0.0036226,0.0000,0.0055707,0.0000,0.0015571,0.060189,0.015385,0.014155,0.20362,0.024319,0.0018767
2022-06-15,0.00029441,0.0000,0.00055622,0.0073868,0.0000,0.0011533,2.2689e-06,0.059364,0.14908,0.037078,0.00098791
2022-06-16,0.00012263,0.0000,0.011331,0.0046034,0.00039866,0.024174,0.064611,0.022054,0.058602,0.011828,0.00043705
2022-06-17,0.0021621,0.0000,0.053788,0.015689,0.0020397,0.12439,0.055584,0.069172,0.25950,0.16054,0.029772
2022-06-18,0.00021673,0.0000,0.016268,0.0019893,0.00012530,0.088001,0.080455,0.032459,0.094276,0.059853,0.0053691
2022-06-19,0.00031010,3.8143e-05,0.011333,0.062869,0.00072095,0.098992,0.095852,0.18185,0.17858,0.090547,0.0030058
2022-06-20,0.00087549,0.0022774,0.063022,0.029518,0.0017779,0.16082,0.098200,0.048226,0.18259,0.11045,0.022697
2022-06-21,0.0029909,1.0989e-06,0.12850,0.14213,0.0099898,0.17831,0.11700,0.076575,0.26084,0.13199,0.027327
2022-06-22,0.00065101,0.0000,0.0011008,0.21912,0.00039401,0.018636,0.010897,0.12276,0.22895,0.046913,0.011284
2022-06-23,3.3754e-05,0.0000,0.00037383,0.0010617,9.3227e-07,0.0093786,0.011865,0.0022512,0.0031742,0.0071959,0.00043121
2022-06-24,0.00021367,0.0000,0.0020357,0.0030014,5.5945e-05,0.016493,0.016507,0.0054670,0.033690,0.051267,0.0017514
2022-06-25,0.0010981,1.4173e-05,0.076355,0.076880,0.00025183,0.082474,0.079607,0.036436,0.22480,0.10575,0.021689
2022-06-26,2.6262e-05,0.0000,0.018554,0.048392,0.00044834,0.014844,0.044024,0.0015678,0.044685,0.0057515,0.0024366
2022-06-27,3.5659e-06,3.2284e-05,0.0073449,0.0045271,0.00022045,0.034398,0.059793,0.00087187,0.047987,0.0045367,6.7105e-06
2022-06-28,0.00010342,1.2583e-05,0.024000,0.025145,3.0462e-05,0.0048904,0.015523,0.015520,0.040397,0.016291,0.00095188
2022-06-29,0.00023480,0.00026378,0.022691,0.028029,0.0023411,0.050278,0.087246,0.067625,0.030768,0.030139,0.0023783
2022-06-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
